postal_code,Years,useful,funny,cool,Price,stars_1,stars_2,stars_3,stars_4,stars_5,stars,reviews_perc,prev_stars,MedPrice_sqft(t),MedPrice_sqft_tminus1,MedPrice_sqft_tminus2,MedPrice_sqft_tplus1
15003,2008,2.0,0.5,2.0,3.0,0.0,0.0,0.0,0.5,0.5,4.5,0.00106100795756,,57.0,57.0,57.0,55.5
15003,2009,0.5,0.0,0.5,2.0,0.0,0.0,0.0,0.5,0.5,4.5,0.000552944429085,4.5,55.5,57.0,57.0,57.5
15003,2010,1.625,0.375,0.375,2.4,0.0,0.0,0.125,0.5,0.375,4.25,0.00127490039841,4.5,57.5,55.5,57.0,54.0
15003,2011,1.2,0.2,0.466666666667,2.4,0.0666666666667,0.0,0.0666666666667,0.133333333333,0.733333333333,4.46666666667,0.00128545719428,4.25,54.0,57.5,55.5,55.5
15003,2012,1.8,0.45,0.8,2.11111111111,0.15,0.1,0.05,0.3,0.4,3.7,0.00119631534873,4.46666666667,55.5,54.0,57.5,57.0
15003,2013,0.84,0.56,0.64,1.88888888889,0.08,0.12,0.04,0.32,0.44,3.92,0.00118787418037,3.7,57.0,55.5,54.0,57.0
15003,2014,0.764705882353,0.176470588235,0.205882352941,2.07142857143,0.0588235294118,0.0294117647059,0.0588235294118,0.147058823529,0.705882352941,4.41176470588,0.00118002290633,3.92,57.0,57.0,55.5,58.0
15003,2015,0.901639344262,0.327868852459,0.475409836066,2.07692307692,0.0983606557377,0.0491803278689,0.0327868852459,0.131147540984,0.688524590164,4.26229508197,0.00156763980263,4.41176470588,58.0,57.0,57.0,65.0
15003,2016,0.319444444444,0.0833333333333,0.194444444444,2.11764705882,0.0416666666667,0.0416666666667,0.0555555555556,0.236111111111,0.625,4.36111111111,0.00163770357565,4.26229508197,65.0,58.0,57.0,66.0
15003,2017,0.0,0.0,0.0,2.66666666667,0.0,0.25,0.0,0.75,0.0,3.5,0.00160128102482,4.36111111111,66.0,65.0,58.0,
15009,2014,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,3.47065560684e-05,,104.5,98.0,96.0,111.0
15009,2015,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.56990131579e-05,5.0,111.0,104.5,98.0,116.0
15009,2016,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.27458829952e-05,1.0,116.0,111.0,104.5,116.5
15012,2015,0.333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,7.70970394737e-05,,75.5,77.0,83.0,80.5
15015,2011,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,8.5697146285e-05,,117.0,116.0,107.5,115.5
15015,2012,0.0,0.5,1.0,1.5,0.0,0.0,0.0,0.5,0.5,4.5,0.000119631534873,5.0,115.5,117.0,116.0,119.0
15015,2013,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,4.75149672147e-05,4.5,119.0,115.5,117.0,126.5
15015,2014,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,3.47065560684e-05,5.0,126.5,119.0,115.5,133.0
15015,2015,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.56990131579e-05,5.0,133.0,126.5,119.0,143.5
15015,2016,0.5,0.5,0.0,1.0,0.5,0.0,0.0,0.0,0.5,3.0,4.54917659904e-05,1.0,143.5,133.0,126.5,148.5
15017,2007,1.75,0.25,0.25,1.75,0.0,0.0,0.5,0.0,0.5,4.0,0.00471698113208,,96.0,92.0,90.0,94.0
15017,2008,0.666666666667,0.0,0.0,1.5,0.0,0.333333333333,0.0,0.333333333333,0.333333333333,3.66666666667,0.00159151193634,4.0,94.0,96.0,92.0,93.0
15017,2009,1.83333333333,1.16666666667,0.916666666667,1.81818181818,0.166666666667,0.25,0.333333333333,0.166666666667,0.0833333333333,2.75,0.00331766657451,3.66666666667,93.0,94.0,96.0,97.0
15017,2010,1.07407407407,0.296296296296,0.296296296296,1.8,0.0740740740741,0.037037037037,0.37037037037,0.111111111111,0.407407407407,3.74074074074,0.00430278884462,2.75,97.0,93.0,94.0,98.0
15017,2011,1.27631578947,0.434210526316,0.5,1.65,0.144736842105,0.0789473684211,0.276315789474,0.302631578947,0.197368421053,3.32894736842,0.00651298311766,3.74074074074,98.0,97.0,93.0,98.0
15017,2012,1.23913043478,0.405797101449,0.31884057971,1.68253968254,0.13768115942,0.101449275362,0.202898550725,0.326086956522,0.231884057971,3.41304347826,0.00825457590621,3.32894736842,98.0,98.0,97.0,101.0
15017,2013,1.17521367521,0.337606837607,0.320512820513,1.81428571429,0.153846153846,0.145299145299,0.132478632479,0.25641025641,0.311965811966,3.42735042735,0.0111185023282,3.41304347826,101.0,98.0,98.0,104.0
